race,discuss_politics,ideology,party,church_goer,age,gender,political_interest,patriotism,state,ground_truth
hispanic,Yes,slightly liberal,an independent who leans Democratic,do not attend church,68,man,somewhat,neither good nor bad,Pennsylvania,Clinton
white,,moderate,a weak Republican,attend church,35,man,,,West Virginia,Non-voter
white,Yes,moderate,an independent,do not attend church,67,man,somewhat,extremely good,New York,Trump
white,,slightly conservative,a weak Republican,attend church,46,woman,,,Texas,Non-voter
white,,slightly conservative,a strong Republican,do not attend church,62,man,,,California,Non-voter
white,No,moderate,an independent,attend church,60,woman,somewhat,extremely good,Arizona,Non-voter
white,,,an independent,do not attend church,23,man,,,Texas,Non-voter
white,,,a weak Democrat,attend church,68,man,,,West Virginia,Non-voter
white,Yes,conservative,a strong Republican,attend church,71,man,not very,extremely good,Kansas,Trump
white,No,conservative,a weak Republican,attend church,71,woman,somewhat,extremely good,California,Trump
white,,moderate,an independent who leans Republican,attend church,28,woman,,,California,Non-voter
black,Yes,,a strong democrat,attend church,59,man,somewhat,extremely good,Missouri,Clinton
white,Yes,slightly conservative,an independent who leans Republican,do not attend church,47,woman,very,extremely good,New Jersey,Trump
white,Yes,moderate,a weak Republican,attend church,76,woman,very,extremely good,Wisconsin,Trump
white,No,,a weak Democrat,do not attend church,51,woman,not very,extremely good,Indiana,Non-voter
white,Yes,,a strong Republican,do not attend church,63,man,not very,extremely good,New Jersey,Non-voter
asian,,slightly conservative,an independent who leans Democratic,attend church,61,man,,,California,Non-voter
white,,,an independent,attend church,24,woman,,,Illinois,Non-voter
hispanic,Yes,extremely liberal,a strong democrat,attend church,20,man,not at all,extremely good,California,Clinton
hispanic,Yes,liberal,a weak Democrat,do not attend church,31,man,very,neither good nor bad,California,Non-voter
white,,,an independent,do not attend church,30,woman,,,Indiana,Non-voter
white,Yes,slightly conservative,a strong Republican,attend church,39,woman,somewhat,extremely good,Georgia,Trump
hispanic,No,,a weak Democrat,attend church,52,woman,not very,moderately good,Georgia,Clinton
white,Yes,moderate,an independent,attend church,57,woman,somewhat,extremely good,Colorado,Clinton
white,Yes,conservative,a strong Republican,attend church,79,woman,somewhat,moderately good,Texas,Trump
black,Yes,,a weak Democrat,attend church,58,woman,somewhat,neither good nor bad,Arizona,Clinton
white,Yes,conservative,a strong Republican,attend church,80,woman,not very,extremely good,Pennsylvania,Trump
white,Yes,slightly conservative,an independent who leans Republican,attend church,70,woman,very,extremely good,Texas,Trump
black,,,an independent,attend church,77,woman,,,North Carolina,Non-voter
black,Yes,slightly liberal,a weak Democrat,attend church,62,man,somewhat,neither good nor bad,Indiana,Non-voter
,No,,an independent,do not attend church,60,,not at all,a little bad,Ohio,Non-voter
white,Yes,conservative,a strong Republican,attend church,77,man,not very,extremely good,California,Trump
white,Yes,slightly conservative,an independent who leans Republican,attend church,77,woman,somewhat,extremely good,Massachusetts,Trump
white,Yes,slightly conservative,a weak Republican,attend church,32,man,somewhat,moderately good,North Carolina,Trump
white,,liberal,a strong democrat,attend church,43,woman,,,Nevada,Non-voter
white,Yes,conservative,a weak Republican,attend church,63,woman,somewhat,extremely good,Kansas,Trump
,Yes,,a weak Republican,do not attend church,66,woman,very,neither good nor bad,California,Trump
white,No,moderate,an independent who leans Republican,attend church,82,woman,somewhat,moderately good,California,Trump
,Yes,,a strong democrat,do not attend church,59,,very,extremely good,Texas,Non-voter
hispanic,No,moderate,a strong democrat,attend church,49,man,not at all,extremely good,Florida,Clinton
hispanic,Yes,extremely liberal,a strong democrat,attend church,48,man,somewhat,moderately good,Arizona,Non-voter
black,,liberal,a strong democrat,do not attend church,27,man,,,California,Non-voter
white,Yes,conservative,an independent who leans Republican,do not attend church,64,woman,somewhat,extremely good,Arizona,Clinton
white,Yes,,a strong democrat,do not attend church,45,woman,not at all,extremely good,Illinois,Non-voter
white,Yes,conservative,a strong Republican,attend church,,man,somewhat,extremely good,Alabama,Trump
,Yes,liberal,a strong democrat,attend church,60,woman,somewhat,extremely good,New York,Clinton
black,Yes,,a weak Republican,attend church,47,man,not very,neither good nor bad,New York,Clinton
hispanic,No,slightly liberal,a weak Democrat,attend church,26,woman,not very,neither good nor bad,California,Non-voter
white,Yes,slightly conservative,a weak Republican,attend church,51,man,somewhat,extremely good,Illinois,Clinton
black,,,a strong democrat,attend church,57,man,,,Indiana,Non-voter
white,Yes,liberal,an independent who leans Democratic,do not attend church,37,man,somewhat,neither good nor bad,Illinois,Clinton
white,No,,a weak Republican,do not attend church,66,woman,not very,extremely good,Arizona,Clinton
white,No,slightly conservative,an independent,do not attend church,46,woman,not at all,extremely good,Illinois,Clinton
white,Yes,slightly liberal,a weak Democrat,do not attend church,32,woman,somewhat,a little good,Illinois,Non-voter
white,Yes,conservative,a weak Democrat,attend church,52,woman,somewhat,extremely good,Minnesota,Non-voter
white,,,a weak Republican,do not attend church,65,woman,,,California,Non-voter
white,Yes,slightly conservative,an independent,attend church,39,woman,somewhat,moderately good,Ohio,Trump
white,No,,a weak Democrat,attend church,58,woman,not at all,extremely good,Pennsylvania,Trump
white,Yes,slightly conservative,an independent,do not attend church,59,man,not very,extremely good,New Hampshire,Non-voter
asian,Yes,slightly liberal,an independent,do not attend church,69,man,somewhat,neither good nor bad,California,Non-voter
white,Yes,conservative,a strong Republican,attend church,69,man,somewhat,extremely good,Ohio,Trump
white,No,,an independent,attend church,18,,somewhat,neither good nor bad,Florida,Non-voter
white,Yes,moderate,a weak Democrat,do not attend church,69,man,somewhat,extremely good,Maryland,Non-voter
hispanic,No,,a weak Democrat,attend church,26,,not at all,extremely good,California,Non-voter
hispanic,No,slightly liberal,a weak Democrat,do not attend church,19,man,somewhat,moderately good,California,Clinton
white,Yes,slightly conservative,a strong Republican,do not attend church,49,man,somewhat,extremely good,Texas,Trump
white,Yes,slightly liberal,an independent who leans Democratic,attend church,56,woman,somewhat,extremely good,New York,Clinton
hispanic,Yes,slightly liberal,an independent who leans Democratic,do not attend church,75,man,not at all,extremely bad,Indiana,Non-voter
hispanic,Yes,extremely conservative,a strong democrat,attend church,32,woman,very,extremely good,Washington,Clinton
white,Yes,conservative,a strong Republican,attend church,61,woman,somewhat,extremely good,Texas,Trump
white,Yes,moderate,a strong democrat,attend church,68,woman,somewhat,extremely good,Pennsylvania,Clinton
white,Yes,liberal,a strong democrat,do not attend church,43,man,somewhat,a little good,California,Non-voter
white,No,,an independent,attend church,46,woman,not at all,extremely good,Tennessee,Trump
black,Yes,,a weak Democrat,attend church,26,woman,not very,extremely good,Michigan,Clinton
white,,moderate,a strong Republican,do not attend church,46,man,,,Ohio,Non-voter
white,,slightly liberal,a weak Democrat,do not attend church,29,man,,,Tennessee,Non-voter
white,No,,an independent,attend church,47,man,not very,extremely good,Tennessee,Non-voter
white,Yes,slightly conservative,a weak Republican,do not attend church,40,man,somewhat,extremely good,Texas,Trump
white,Yes,extremely conservative,a strong Republican,attend church,37,woman,somewhat,extremely good,South Dakota,Trump
hispanic,No,,a strong democrat,do not attend church,58,man,not very,neither good nor bad,Georgia,Non-voter
hispanic,,,an independent who leans Democratic,attend church,,woman,,,Virginia,Non-voter
white,Yes,slightly conservative,a weak Republican,attend church,59,woman,somewhat,extremely good,Texas,Trump
white,Yes,slightly conservative,an independent who leans Democratic,do not attend church,44,man,not very,extremely good,Washington,Non-voter
white,Yes,moderate,an independent who leans Democratic,attend church,54,woman,very,extremely good,Wisconsin,Clinton
white,Yes,conservative,an independent,do not attend church,65,man,somewhat,extremely good,Pennsylvania,Non-voter
white,No,moderate,a weak Democrat,do not attend church,39,man,not very,extremely good,Oregon,Clinton
white,Yes,conservative,a strong Republican,attend church,43,woman,somewhat,extremely good,Virginia,Trump
hispanic,Yes,moderate,a strong democrat,,20,woman,somewhat,neither good nor bad,California,Non-voter
white,Yes,liberal,a strong democrat,do not attend church,26,man,very,neither good nor bad,Connecticut,Non-voter
white,Yes,liberal,a strong democrat,attend church,59,woman,very,extremely good,Florida,Clinton
white,,extremely liberal,a strong democrat,do not attend church,65,man,,,New York,Non-voter
white,,,a strong Republican,attend church,57,woman,,,Ohio,Non-voter
white,Yes,moderate,a strong democrat,do not attend church,24,man,somewhat,moderately good,New York,Non-voter
white,,conservative,a strong Republican,attend church,23,woman,,,Michigan,Non-voter
hispanic,Yes,,a weak Republican,attend church,30,woman,somewhat,moderately good,Texas,Non-voter
black,No,,a weak Democrat,attend church,58,woman,somewhat,extremely good,Georgia,Trump
white,Yes,conservative,a weak Republican,attend church,78,woman,very,moderately good,Arizona,Trump
white,Yes,moderate,an independent,attend church,47,woman,somewhat,extremely good,California,Non-voter
white,,liberal,a strong democrat,attend church,72,woman,,,Pennsylvania,Non-voter
white,No,moderate,a weak Republican,do not attend church,55,man,not at all,moderately good,Pennsylvania,Clinton
white,,slightly liberal,a weak Democrat,attend church,47,man,,,Oregon,Non-voter
white,Yes,extremely liberal,an independent who leans Democratic,attend church,41,woman,somewhat,neither good nor bad,Oregon,Clinton
black,No,,a weak Democrat,attend church,39,woman,not very,moderately good,Florida,Clinton
white,,moderate,an independent who leans Democratic,attend church,19,man,,,Ohio,Non-voter
black,No,,a strong Republican,do not attend church,59,man,somewhat,extremely good,Maryland,Non-voter
white,Yes,slightly conservative,a weak Republican,do not attend church,48,man,very,extremely good,Maryland,Trump
white,No,,an independent,attend church,53,man,not very,extremely good,Texas,Non-voter
white,No,moderate,an independent,attend church,41,woman,not at all,moderately bad,California,Non-voter
white,Yes,slightly conservative,a weak Republican,attend church,48,man,somewhat,neither good nor bad,Ohio,Non-voter
white,Yes,conservative,a strong Republican,do not attend church,80,man,somewhat,extremely good,Kentucky,Trump
white,,conservative,a strong Republican,attend church,71,man,,,North Carolina,Non-voter
white,Yes,moderate,an independent who leans Democratic,attend church,53,man,somewhat,extremely good,Wisconsin,Clinton
black,Yes,extremely liberal,a strong democrat,attend church,30,man,somewhat,a little bad,Illinois,Clinton
black,Yes,,an independent who leans Democratic,do not attend church,60,man,somewhat,extremely good,California,Clinton
white,Yes,slightly conservative,an independent who leans Republican,attend church,72,man,somewhat,extremely good,Michigan,Trump
white,Yes,conservative,an independent who leans Republican,do not attend church,,man,not very,extremely good,Florida,Trump
white,Yes,moderate,an independent,do not attend church,29,woman,somewhat,moderately good,Nevada,Non-voter
white,Yes,,a weak Republican,attend church,68,woman,somewhat,extremely good,Tennessee,Trump
white,,moderate,an independent who leans Republican,do not attend church,55,man,,,Georgia,Non-voter
,Yes,conservative,an independent who leans Republican,attend church,31,man,not at all,moderately good,Michigan,Trump
white,,,,attend church,,woman,,,Virginia,Non-voter
hispanic,Yes,liberal,a strong democrat,attend church,32,woman,somewhat,moderately good,Texas,Clinton
white,Yes,moderate,an independent,do not attend church,35,man,very,extremely good,Alabama,Non-voter
white,Yes,moderate,a weak Republican,do not attend church,43,woman,somewhat,extremely good,Massachusetts,Clinton
white,No,,a strong Republican,attend church,31,woman,not very,moderately good,Missouri,Non-voter
white,Yes,moderate,an independent who leans Democratic,attend church,54,man,somewhat,extremely good,Maryland,Trump
white,No,extremely conservative,a strong Republican,attend church,22,woman,not very,moderately good,Alabama,Trump
white,Yes,liberal,a strong democrat,do not attend church,65,man,very,extremely good,Georgia,Clinton
white,Yes,slightly liberal,a strong democrat,attend church,28,man,very,moderately good,Florida,Clinton
white,Yes,moderate,a weak Democrat,do not attend church,50,man,not very,neither good nor bad,Michigan,Non-voter
black,Yes,,a strong Republican,attend church,21,woman,very,moderately good,Mississippi,Clinton
white,Yes,extremely conservative,a strong Republican,attend church,63,woman,somewhat,extremely good,Pennsylvania,Trump
white,Yes,extremely conservative,a strong Republican,do not attend church,66,woman,somewhat,extremely good,Louisiana,Trump
black,Yes,,a weak Democrat,attend church,42,man,not very,neither good nor bad,Georgia,Non-voter
white,Yes,liberal,a strong democrat,attend church,19,man,very,neither good nor bad,New York,Clinton
white,Yes,slightly conservative,an independent,attend church,59,woman,somewhat,moderately good,Utah,Non-voter
white,Yes,slightly liberal,an independent who leans Democratic,do not attend church,34,man,somewhat,neither good nor bad,Minnesota,Clinton
white,No,,a weak Republican,do not attend church,27,man,not at all,extremely good,Pennsylvania,Non-voter
white,Yes,,an independent who leans Democratic,attend church,23,man,somewhat,neither good nor bad,Rhode Island,Clinton
white,Yes,conservative,a strong Republican,do not attend church,49,man,very,a little good,Ohio,Trump
white,Yes,moderate,a strong democrat,attend church,65,man,very,moderately good,Virginia,Clinton
white,Yes,liberal,a strong democrat,do not attend church,33,woman,very,neither good nor bad,California,Clinton
white,No,,a weak Democrat,do not attend church,58,woman,not at all,extremely good,New Jersey,Clinton
white,Yes,slightly conservative,an independent,attend church,59,woman,somewhat,extremely good,Illinois,Trump
white,Yes,,an independent who leans Democratic,do not attend church,,man,very,moderately good,Oregon,Clinton
white,Yes,liberal,an independent,do not attend church,44,woman,somewhat,extremely good,Kentucky,Clinton
white,No,,an independent,attend church,38,man,not at all,neither good nor bad,Florida,Non-voter
black,Yes,,a strong democrat,attend church,65,man,very,moderately good,Virginia,Clinton
white,Yes,conservative,a strong Republican,do not attend church,56,woman,somewhat,extremely good,Pennsylvania,Trump
white,No,liberal,an independent,do not attend church,45,man,not at all,extremely good,Tennessee,Non-voter
asian,,conservative,an independent,attend church,21,woman,,,California,Non-voter
white,Yes,conservative,a strong Republican,attend church,67,woman,somewhat,moderately good,Tennessee,Trump
black,Yes,moderate,a strong democrat,attend church,58,woman,somewhat,moderately good,California,Clinton
white,No,moderate,an independent,do not attend church,66,man,somewhat,extremely good,Idaho,Clinton
black,Yes,extremely liberal,a strong democrat,attend church,37,woman,somewhat,extremely bad,Texas,Clinton
white,Yes,extremely conservative,a strong Republican,do not attend church,27,man,somewhat,extremely good,Montana,Trump
white,No,,an independent who leans Democratic,do not attend church,30,woman,not very,extremely good,Washington,Clinton
white,Yes,liberal,a strong democrat,attend church,78,man,somewhat,neither good nor bad,California,Clinton
white,Yes,conservative,a strong democrat,do not attend church,26,man,somewhat,neither good nor bad,Michigan,Clinton
white,Yes,slightly conservative,an independent who leans Republican,do not attend church,40,woman,somewhat,neither good nor bad,Maine,Clinton
white,,slightly liberal,an independent who leans Democratic,do not attend church,70,man,,,Missouri,Non-voter
white,Yes,liberal,an independent who leans Democratic,do not attend church,63,man,somewhat,extremely good,Oregon,Clinton
white,Yes,moderate,a strong Republican,attend church,67,woman,somewhat,extremely good,California,Trump
white,No,moderate,an independent,attend church,38,woman,not very,extremely good,Oklahoma,Trump
white,No,moderate,an independent,do not attend church,59,man,not at all,neither good nor bad,California,Non-voter
white,Yes,slightly conservative,an independent,do not attend church,86,woman,somewhat,extremely good,New York,Non-voter
white,Yes,moderate,a strong Republican,attend church,45,woman,somewhat,extremely good,Iowa,Trump
,Yes,slightly conservative,a weak Republican,do not attend church,,woman,somewhat,extremely good,Maryland,Trump
black,Yes,,a strong democrat,do not attend church,63,man,somewhat,neither good nor bad,Mississippi,Clinton
white,Yes,conservative,a strong Republican,do not attend church,66,woman,not very,extremely good,California,Trump
white,Yes,moderate,an independent who leans Republican,attend church,41,woman,not very,extremely good,Florida,Trump
hispanic,No,,an independent,attend church,46,woman,not at all,neither good nor bad,Texas,Non-voter
white,Yes,moderate,a weak Republican,do not attend church,48,man,somewhat,moderately good,Ohio,Clinton
white,No,,a strong democrat,do not attend church,65,man,not very,extremely good,Pennsylvania,Non-voter
white,Yes,conservative,a weak Democrat,attend church,73,woman,somewhat,extremely good,California,Trump
white,Yes,moderate,an independent,do not attend church,55,man,not very,moderately good,Wisconsin,Non-voter
,Yes,slightly conservative,a weak Republican,do not attend church,26,woman,not very,moderately good,Texas,Non-voter
white,No,moderate,a weak Democrat,attend church,47,woman,somewhat,extremely good,Pennsylvania,Trump
white,Yes,conservative,a weak Republican,do not attend church,69,man,somewhat,a little good,Rhode Island,Trump
black,Yes,,a strong democrat,attend church,41,woman,somewhat,neither good nor bad,North Carolina,Clinton
black,,conservative,a strong democrat,attend church,67,woman,,,New Jersey,Non-voter
white,Yes,conservative,a strong Republican,attend church,54,man,somewhat,extremely good,Ohio,Trump
white,Yes,conservative,a strong Republican,attend church,52,man,somewhat,extremely good,Kansas,Trump
black,Yes,,a weak Democrat,attend church,50,woman,somewhat,a little good,Alabama,Clinton
white,Yes,moderate,an independent who leans Republican,do not attend church,56,woman,very,extremely good,Colorado,Trump
white,Yes,liberal,a strong democrat,do not attend church,70,man,very,moderately good,Oregon,Clinton
black,Yes,,a strong democrat,attend church,46,woman,not at all,neither good nor bad,Florida,Non-voter
,,moderate,a weak Democrat,attend church,70,woman,,,Idaho,Clinton
white,Yes,conservative,a strong Republican,attend church,34,woman,very,extremely good,California,Trump
white,Yes,conservative,a strong Republican,attend church,73,man,somewhat,extremely good,Florida,Trump
white,Yes,,a strong democrat,attend church,60,man,not very,extremely good,Ohio,Clinton
white,Yes,conservative,a strong Republican,attend church,58,woman,somewhat,extremely good,Kentucky,Trump
white,,moderate,a weak Democrat,attend church,33,man,,,Illinois,Non-voter
white,No,slightly liberal,an independent,do not attend church,23,man,not very,neither good nor bad,Pennsylvania,Clinton
hispanic,No,,a strong democrat,attend church,29,man,somewhat,moderately good,Nebraska,Non-voter
white,Yes,moderate,a weak Republican,attend church,31,woman,somewhat,extremely good,Maryland,Trump
white,Yes,slightly conservative,an independent who leans Republican,do not attend church,44,man,somewhat,moderately good,Ohio,Non-voter
white,Yes,,a weak Democrat,do not attend church,20,man,not at all,extremely good,Pennsylvania,Non-voter
white,Yes,conservative,an independent who leans Republican,attend church,61,man,not very,moderately good,Arkansas,Trump
hispanic,,slightly conservative,a strong Republican,attend church,62,woman,,extremely good,Illinois,Non-voter
hispanic,Yes,slightly conservative,a weak Democrat,attend church,35,woman,somewhat,neither good nor bad,California,Non-voter
white,Yes,slightly conservative,an independent who leans Republican,do not attend church,60,woman,somewhat,extremely good,Texas,Trump
white,Yes,extremely conservative,a strong Republican,attend church,58,man,very,extremely good,Indiana,Trump
white,No,,a weak Democrat,do not attend church,37,woman,somewhat,extremely good,North Carolina,Non-voter
white,Yes,slightly conservative,a weak Republican,attend church,40,woman,very,moderately good,Indiana,Clinton
white,No,moderate,a strong democrat,attend church,43,man,somewhat,moderately good,Illinois,Clinton
white,No,conservative,a weak Democrat,do not attend church,61,woman,not very,extremely good,Indiana,Trump
asian,Yes,slightly liberal,a weak Democrat,do not attend church,56,woman,somewhat,moderately good,California,Clinton
white,Yes,liberal,a weak Democrat,do not attend church,31,woman,not very,moderately good,North Carolina,Clinton
white,No,liberal,a weak Democrat,do not attend church,18,man,somewhat,neither good nor bad,Pennsylvania,Trump
white,,,a weak Democrat,attend church,45,woman,,,Illinois,Clinton
white,Yes,conservative,a weak Republican,attend church,36,woman,not very,moderately good,Colorado,Non-voter
,Yes,moderate,an independent who leans Democratic,attend church,26,man,somewhat,extremely good,Minnesota,Clinton
white,Yes,moderate,an independent who leans Democratic,attend church,59,woman,very,neither good nor bad,New York,Non-voter
white,Yes,liberal,a strong democrat,do not attend church,59,man,very,extremely good,Kentucky,Clinton
hispanic,Yes,,a strong democrat,do not attend church,37,woman,not very,neither good nor bad,California,Clinton
white,,slightly conservative,a strong democrat,attend church,38,woman,,,Illinois,Non-voter
black,No,,a weak Republican,attend church,32,woman,somewhat,neither good nor bad,Indiana,Clinton
asian,,conservative,a strong Republican,attend church,45,woman,,,Florida,Non-voter
white,Yes,,a strong democrat,attend church,20,man,very,moderately good,Kansas,Clinton
white,No,slightly conservative,an independent,attend church,90,woman,very,extremely good,Oregon,Trump
white,Yes,moderate,a strong Republican,do not attend church,46,woman,very,extremely good,Virginia,Trump
hispanic,Yes,moderate,a weak Democrat,do not attend church,58,woman,not very,moderately good,Florida,Clinton
white,Yes,conservative,a strong Republican,do not attend church,73,woman,very,extremely good,California,Trump
white,Yes,conservative,an independent who leans Republican,attend church,39,woman,not very,moderately good,Washington,Trump
white,Yes,slightly liberal,a weak Democrat,attend church,22,woman,somewhat,neither good nor bad,Michigan,Clinton
white,Yes,slightly conservative,an independent who leans Republican,do not attend church,40,man,very,extremely good,California,Trump
white,Yes,liberal,a strong democrat,attend church,67,man,very,extremely good,Indiana,Clinton
black,Yes,,a weak Democrat,do not attend church,23,man,somewhat,a little good,Illinois,Non-voter
black,No,,a weak Democrat,attend church,27,woman,not at all,neither good nor bad,Kentucky,Clinton
hispanic,No,,an independent,do not attend church,27,man,not very,extremely good,Louisiana,Non-voter
white,Yes,moderate,a strong democrat,attend church,55,woman,not very,moderately good,Wisconsin,Clinton
white,Yes,extremely conservative,a strong Republican,do not attend church,51,man,not very,extremely good,Hawaii,Non-voter
white,No,,a strong democrat,attend church,68,woman,not at all,extremely good,Ohio,Clinton
black,,,a strong democrat,attend church,54,man,,,Michigan,Non-voter
black,Yes,liberal,a strong democrat,attend church,36,woman,somewhat,neither good nor bad,New Jersey,Clinton
white,Yes,,an independent,do not attend church,38,woman,very,neither good nor bad,Oregon,Non-voter
white,No,moderate,a strong democrat,attend church,65,woman,not very,extremely good,Vermont,Clinton
white,Yes,conservative,a weak Republican,do not attend church,90,woman,somewhat,extremely good,Pennsylvania,Trump
black,,,a strong democrat,attend church,32,woman,,,Massachusetts,Non-voter
white,Yes,slightly conservative,a strong Republican,attend church,24,man,somewhat,moderately good,California,Non-voter
asian,Yes,slightly liberal,a strong democrat,attend church,66,woman,somewhat,neither good nor bad,Wisconsin,Clinton
white,Yes,slightly liberal,a strong democrat,do not attend church,45,woman,not very,moderately good,Pennsylvania,Clinton
white,Yes,conservative,a strong Republican,do not attend church,,man,somewhat,extremely good,Ohio,Trump
white,Yes,conservative,a weak Republican,attend church,77,woman,somewhat,extremely good,Michigan,Trump
white,Yes,conservative,a weak Republican,attend church,50,man,somewhat,moderately good,Illinois,Non-voter
white,Yes,conservative,a strong Republican,attend church,72,man,very,extremely good,Georgia,Trump
white,No,,an independent,do not attend church,28,woman,not very,extremely good,Missouri,Non-voter
white,Yes,slightly liberal,an independent who leans Democratic,do not attend church,49,woman,somewhat,extremely good,Texas,Clinton
white,Yes,extremely conservative,a strong Republican,attend church,70,man,very,extremely good,North Carolina,Non-voter
hispanic,No,,a strong democrat,attend church,33,woman,not at all,a little good,Ohio,Clinton
white,Yes,liberal,an independent who leans Democratic,do not attend church,24,woman,very,neither good nor bad,Ohio,Clinton
white,Yes,moderate,an independent who leans Democratic,do not attend church,49,woman,not very,neither good nor bad,California,Non-voter
white,No,moderate,an independent,attend church,26,woman,not very,extremely good,Oregon,Non-voter
white,Yes,slightly liberal,an independent who leans Democratic,do not attend church,37,man,very,moderately good,California,Clinton
white,Yes,,a weak Democrat,do not attend church,50,man,somewhat,moderately good,Massachusetts,Trump
white,Yes,conservative,a strong Republican,attend church,90,woman,very,extremely good,New Jersey,Non-voter
white,,moderate,an independent who leans Democratic,do not attend church,41,man,,,Kentucky,Non-voter
hispanic,No,,a strong democrat,attend church,76,man,somewhat,extremely good,Texas,Clinton
black,No,,a weak Democrat,attend church,26,woman,somewhat,extremely bad,Illinois,Clinton
,,,a strong democrat,attend church,44,,,,New Jersey,Non-voter
white,Yes,liberal,a strong democrat,do not attend church,71,man,somewhat,extremely good,Ohio,Clinton
white,Yes,liberal,a strong democrat,do not attend church,37,woman,not at all,moderately good,Illinois,Clinton
hispanic,Yes,,an independent,attend church,27,man,not at all,moderately good,Texas,Non-voter
white,Yes,conservative,a strong Republican,attend church,54,woman,somewhat,extremely good,Florida,Trump
white,Yes,slightly liberal,a weak Democrat,attend church,58,man,somewhat,moderately bad,New Mexico,Clinton
white,Yes,slightly liberal,an independent,do not attend church,40,woman,very,neither good nor bad,North Carolina,Trump
white,No,,an independent,do not attend church,43,woman,somewhat,extremely good,New York,Trump
white,Yes,conservative,a strong Republican,do not attend church,72,woman,somewhat,extremely good,Arizona,Trump
white,Yes,,an independent,attend church,42,woman,somewhat,extremely good,Connecticut,Trump
asian,Yes,,an independent,attend church,45,man,not very,neither good nor bad,California,Trump
white,Yes,conservative,a strong Republican,attend church,68,man,very,extremely good,Florida,Trump
hispanic,,slightly liberal,a weak Democrat,do not attend church,43,woman,,,Georgia,Non-voter
white,,slightly conservative,an independent who leans Republican,attend church,35,man,,,Tennessee,Non-voter
hispanic,No,,an independent,attend church,20,woman,not at all,extremely good,Arkansas,Non-voter
white,Yes,slightly liberal,a weak Democrat,attend church,48,woman,somewhat,extremely good,North Carolina,Trump
white,No,conservative,an independent who leans Republican,attend church,40,woman,somewhat,extremely good,Montana,Trump
white,Yes,conservative,an independent who leans Republican,attend church,64,man,somewhat,extremely good,Kentucky,Trump
black,No,moderate,a strong democrat,attend church,47,woman,not at all,a little good,Delaware,Non-voter
white,Yes,,a weak Democrat,attend church,66,woman,somewhat,extremely good,New Jersey,Clinton
white,Yes,conservative,a strong Republican,attend church,60,man,very,extremely good,Maryland,Trump
white,Yes,liberal,an independent who leans Republican,do not attend church,28,woman,somewhat,extremely good,Ohio,Non-voter
asian,Yes,,an independent,do not attend church,30,woman,somewhat,moderately good,Wisconsin,Clinton
,Yes,conservative,a strong Republican,attend church,56,man,very,extremely good,Louisiana,Trump
white,Yes,moderate,an independent who leans Republican,do not attend church,43,woman,not very,extremely good,Ohio,Clinton
white,Yes,moderate,a weak Democrat,attend church,66,man,somewhat,extremely good,New York,Clinton
hispanic,Yes,moderate,a strong democrat,attend church,79,woman,very,moderately good,New York,Clinton
hispanic,Yes,moderate,an independent who leans Democratic,attend church,29,woman,somewhat,extremely good,Texas,Non-voter
white,No,,an independent who leans Democratic,attend church,80,woman,not very,moderately good,Michigan,Clinton
white,Yes,moderate,a strong democrat,attend church,81,man,very,extremely good,Minnesota,Clinton
white,Yes,moderate,a strong Republican,do not attend church,90,man,somewhat,extremely good,Florida,Trump
asian,,conservative,a weak Republican,attend church,58,woman,,,California,Non-voter
white,No,,an independent,do not attend church,64,woman,not at all,extremely good,Georgia,Non-voter
white,Yes,liberal,a strong democrat,do not attend church,59,man,very,moderately good,Florida,Clinton
white,Yes,extremely liberal,an independent who leans Democratic,do not attend church,88,man,very,neither good nor bad,Washington,Clinton
asian,Yes,liberal,a weak Democrat,do not attend church,25,woman,not very,extremely good,California,Non-voter
black,No,,an independent,attend church,42,man,not at all,moderately good,New York,Clinton
hispanic,No,,a weak Republican,do not attend church,53,man,not very,extremely good,Nevada,Trump
white,Yes,slightly liberal,a strong democrat,attend church,67,man,not at all,neither good nor bad,Maryland,Non-voter
hispanic,Yes,slightly conservative,a weak Republican,attend church,67,man,not at all,extremely good,Texas,Clinton
white,Yes,liberal,a strong democrat,do not attend church,70,woman,somewhat,neither good nor bad,California,Clinton
white,Yes,liberal,a strong democrat,do not attend church,20,woman,very,neither good nor bad,Oregon,Clinton
white,,,a weak Republican,attend church,25,woman,,,Georgia,Non-voter
white,Yes,liberal,a weak Democrat,do not attend church,26,woman,somewhat,moderately good,Missouri,Non-voter
white,No,moderate,a strong Republican,attend church,60,man,somewhat,extremely good,Pennsylvania,Trump
white,No,liberal,a strong democrat,do not attend church,43,man,not at all,moderately good,Wisconsin,Clinton
white,No,slightly liberal,an independent who leans Democratic,do not attend church,32,man,somewhat,moderately good,California,Trump
white,Yes,slightly liberal,an independent,do not attend church,26,man,very,extremely good,Colorado,Clinton
,,slightly conservative,an independent who leans Republican,attend church,33,woman,,,Arizona,Non-voter
white,Yes,conservative,a strong Republican,attend church,61,man,very,extremely good,Texas,Trump
white,Yes,liberal,an independent who leans Democratic,attend church,65,woman,very,extremely good,Texas,Non-voter
hispanic,,extremely liberal,a strong democrat,,19,woman,,,Texas,Clinton
white,,moderate,a strong democrat,attend church,74,woman,,,Massachusetts,Non-voter
white,Yes,conservative,a strong Republican,do not attend church,46,man,not very,extremely good,Florida,Trump
hispanic,Yes,moderate,an independent who leans Democratic,attend church,40,woman,somewhat,extremely good,New York,Clinton
